474733216926789632,2,76427982600028160,RobZay,125.66
475095769834057728,1,202564260490907648,bigloki08070,125.64
475095769301381121,10,210898397085827072,thelastormsbee,125.64
474763425050783744,6,76530471575896064,Stumpf,125.52
474763410899202048,11,342681563894390784,mac04003,125.38
475125960010625024,9,342912591548452864,djTREK,125.36
474763414971871232,1,331443644890361856,TylerKrutzig,125.32
475125966578905088,9,205447242167885824,acb755,125.30
474733208005505024,10,333386793225306112,nigelk10,125.30
475125964683079680,1,301150233012748288,TyronebFFL,125.28
475125957351436288,2,424089996580880384,NorthwestHawks,125.26
474763422211239936,8,85897405270474752,Jaquizmo,125.20
474733196349534208,9,467511583266828288,Jiggles2k2,125.20
475095750838054912,5,469509185369796608,Dallasgriffin,125.18
474733201026183168,8,451623845426622464,tpot91tpot,125.08
475095761973932032,2,380497877195272192,BtownPats,124.98
475125946005843968,1,471847996925931520,SwayedRage,124.96
475095749705592832,2,471977666635886592,ScotchyMo,124.82
475095761311232000,2,411854496021356544,CHEWY2BAKA,124.78
474763420839702528,4,204625064094601216,devkan1,124.76
475095752259923968,12,468825854625968128,rfm,124.76
474733211352559619,6,300260350152957952,DanielWright,124.60
475095769901166593,9,191437555932078080,lcapitan410,124.56
475095749185499136,11,472347918074900480,sirbly2010,124.52
474733195225460737,9,468102073125171200,SBatten,124.46
475125961675763713,3,338174369379397632,TheP00NHammer,124.46
474733215676887040,11,78520101720440832,bigjoeguitar,124.38
475125945343143936,7,472135316698820608,dagraham0,124.36
475125967656841216,5,466831491020615680,JimmyN,124.34
474733205505699840,6,360161812567621632,d1277,124.34
474733191727411200,3,471431030260101120,jdaustin5,124.26
474763413591945218,3,335250293811838976,Riggins44,124.26
474763420856479744,9,200251613875539968,ioshva,124.20
474763423398227968,5,79129131748835328,jcreasy11,123.96
474763407153688577,8,419698726311833600,LA2LVRaider,123.60
474733195611336704,1,468055661914091520,zanzibar00,123.58
475095763219640320,5,350119405042262016,mike019,123.54
474763422311903232,12,83276654403010560,mrporko,123.38
475125961310859264,12,339153208502935552,indigeek,123.26
474763418067267584,11,311517650566017024,AboutTreeFiddy,123.16
474763410588823552,8,343146794001297408,BroughAJ83,123.12
475095760891801600,6,415064233202429952,NuTJoB,122.92
475125962984386560,4,331272407639662592,BlitzB,122.86
475095755023970304,6,465411317717528576,Popeye408,122.84
474733205174349824,9,376445599035211776,Juanshashko,122.68
474763410899202048,10,342693648779108352,SiggySmallz,122.64
474763412329459712,8,339530959479136256,Neffstrodamus,122.62
474763389625692160,2,474421407053246464,LiferHawksFan_85,122.58
474763422093799424,4,101412878439301120,MarvinTheRobot,122.56
475095759813865473,2,432230721709416448,ColtsDawgs,122.56
474733191425421312,8,471774390804017152,cshaffer15,122.34
475125946144256000,1,471329960624123904,RageCageJ87,122.32
474733192528523264,8,469747495023407104,Kingboz103,122.26
474763389827018752,8,474070117777403904,nchlon1,122.12
474733193451270144,4,469216247112790016,Warebear,122.06
475125962040668160,7,336700578648305664,JayRye,122.00
475095752524165122,9,468523799285854208,NEWYORKBEN,121.88
474763420458020864,6,205152815604047872,dbmartin55,121.82
474733193908449280,2,468932527491379200,Chaseboat77,121.78
475095748090785793,3,473996437282091008,WarrenF,121.70
474763410588823552,10,342828605329412096,PackySack,121.64
475095731313569794,12,474910696820174848,SAINT1796,121.40
475095770161213440,7,145682294915874816,thereapingmav,121.38
474733201454002177,10,444482086263320576,tmjohns18,121.30
475125961109532673,12,340598405908725760,NeverComingDown,121.26
474763401789173760,9,463015541397778432,Here4shotz,121.22
475095748552159232,8,473373518273179648,WhiteZombie,121.22
474763422634864640,6,80424588362006528,sbslaughter,121.10
475125965719072768,10,214188224132677632,jshpell88,120.98
475125950816710656,2,467321503449346048,wsfoot8,120.96
475096485554286592,8,62077870985854976,UNSEETHIS,120.80
474763407518593025,7,414460253162184704,theotherheath2180,120.32
474733212648599553,12,199221304153341952,jaggerudy,120.22
474733209645477888,12,319377101935378432,brendanATEBIT,120.16
474763398236598272,10,467812934379106304,Creekaleak7,120.06
474733197515550720,8,466622260908650496,jcastle05,120.06
474763395409637376,1,469257345516433408,ccalliham,120.06
475125948614701057,12,468654492896718848,TheTecmoBos,120.04
475095754399019009,5,466480611880595456,AndrewKesselRun,120.04
475125969720438784,6,76468555839062016,Ruettigers,119.96
475095767321669632,11,309043516850307072,32BlooSkadoo,119.90
475125965786181632,6,209981596432859136,mjgarcia86,119.90
474733190787887104,12,472207611798745088,cjg011,119.86
474733210111045632,4,306671073519235072,BlunderHK,119.80
475095759813865473,9,430489179751710720,therusseller,119.78
475095749994999808,3,471786452921872384,TheBrady_Bunch,119.78
474763390913343488,5,473950126415540224,jkipper,119.70
474763401222942721,6,464283035416653824,GOATZ,119.66
474763398005911552,11,467852323767447552,gridley17,119.58
475095756932378624,5,457279744761655296,CommishColt,119.56
474763404108623872,4,453746153511448576,ronnierukus,119.46
474733189550567424,12,473948079897178112,Ajay_FC,119.38
475125962984386560,2,331275809727713280,draagynfox,119.34
475095756072546304,7,460937509279363072,dlake101,119.10
475125961206001664,9,340018997980303360,jjmaxwell,119.10
474733198119530496,3,464822188659175424,Supernugget,119.02
475125950707658752,12,467347629357920256,zztabes,118.70
475095765945937920,9,333655617950478336,detzvin,118.62
474733188057395200,5,474282290667581440,CorndogJefferson,118.46
474733208815005696,5,329879674710679552,dwilson660,118.34
474733190842413056,7,472171758800072704,Kp3728,118.26
475125962040668160,12,336022111153836032,monkeywhale,118.26
475125954243457024,4,459191491487592448,boh1713,118.08
474733192683712512,4,469658045115265024,TraderJoe88,118.04
475095768508657664,8,300286932884148224,sagethecageman,118.04
474763396932169728,8,468872493851996160,Pjweazel,117.88
474763400707043328,4,466099545839759360,NinjaBacks,117.88
474733210920546304,2,300641201332187136,rkeough,117.76
474733190125187072,7,472892029085413376,dles,117.66
475125955690491904,8,448916361951834112,kellenpowers,117.60
474733210081685504,9,308295339503284224,Maxisamadman,117.60
475125959868018690,8,345761309176115200,geoffrenstrom,117.48
475095761311232000,4,410589427023224832,Quack,117.46
475095753958617088,9,467431874566811648,CelinaReb,117.34
474733195623919617,2,467864849288785920,mcrane62,117.26
475095760203935744,12,424553581471870976,bucksin6ixx,117.20
474763421812781057,12,108633961483616256,Godot15,117.16
474763393153101824,5,472094281302011904,DoCFoX3,117.12
474763401550098432,3,463562026124308480,ddamienw,116.98
474763403236208640,2,458495358197035008,Boomraft,116.96
474733212698931200,2,198596076431745024,Sylian,116.94
475125956499992577,7,440185533528797184,JackieBananas,116.90
475095759218274306,7,437817537850241024,TheDadster,116.86
474733211574857729,7,214363050411552768,OrangeKrush25,116.66
474763423398227968,4,79270408561770496,Failmatic,116.64
475125962812420097,11,331479368788373504,carrierbri,116.46
474733197683322880,12,466035097527644160,Raffaelos,116.40
474763403815022592,5,456597611630030848,Grajal,116.36
474733192889233409,6,469502873554644992,kissthecooke,116.20
474733210173960192,12,301925591983079424,Surfdog90,116.10
474763396743426048,3,468900801553625088,Rubiks,116.10
474733208575930368,12,331344245594013696,RubADub421,116.06
475125948975411200,6,468533631665565696,Captain_Surly,115.98
475125946144256000,12,470701191530016768,HDavid,115.86
474763423830241280,10,78633265267097600,neech,115.80
475095761877463040,8,385972197832994816,TheFFbot,115.76
475125966578905088,3,205921254216044544,costabear,115.64
474733197079343104,4,467347723146752000,domiNateS,115.54
475125965031206912,9,228546698488573952,rugged92,115.52
475095751345565697,10,469085161292558336,darkrenzo,115.40
475125945343143936,3,472211922809253888,WhatTheMel8,115.04
474763394969235456,2,469593249657384960,itwitchy,115.00
474763410060341249,2,347937671949230080,Pinoyshadow,114.80
475095749164527616,1,472834562007756800,WillieMcGinest55,114.78
475125958819442688,3,385663890283008000,BobTomDawson,114.78
474763417215823872,6,325875868402450432,metcalfTHEbeast,114.64
474763411222163458,3,342569273467625472,york182000,114.60
475095765937549313,11,334849960279310336,Bradk129,114.50
474733201026183168,9,451569753064992768,cedeerosado,114.42
474733191026962434,1,472145378033004544,Franklin_Inga,114.24
474763399482306560,3,467385095624323072,JKandy,114.20
475095760493342720,6,419502464622940160,cpainter00,114.18
475125946236530688,4,470637629575000064,sirselvinmoreno,114.18
474763413550002176,2,336717199479697408,RickBarth,113.94
475125969145819137,7,76779505456660480,OchoaMK7,113.92
475125948354654209,6,468916345891713024,Jimbo2156,113.86
475125955115872256,4,454738341133283328,TAnderson93,113.86
474733209398013952,8,325134583525822464,tripp815,113.66
475095757536358400,10,453354170867511296,jdeleon2307,113.62
474733216859680769,12,76437266721292288,XOXMarshall,113.60
474763399197093889,3,467458350800433152,ConsiderKarma,113.38
475125949797494784,10,467736430588719104,tanders008,113.36
474763401189388288,9,464759160550977536,Richie_Rayz,113.22
474763400728014848,8,465786510952624128,ThcHawks12,113.16
474763390774931456,5,473967206141521920,DJMonZta,113.16
475095747243536384,1,474710298796748800,jhobson22,113.10
475125959578611712,12,347161168957329408,bigtimetimmyt,112.96
475125958601338882,10,460160052884402176,7Fourman,112.64
474763389835407360,4,474016378848800768,OnlyOneUnited,112.56
474763423591165956,12,78933190081134592,Drrockz,112.54
475125950430834688,4,467476472601243648,zveiner1,112.46
474733207166644225,2,339497168538697728,TeeBee,112.46
475125941496967168,6,474818112810643456,Tuts,112.36
474733193715511296,1,469194982947811328,EatYourBarkley,112.30
475125950367920128,2,467532079685431296,TayTayLovin,111.90
474733203106557952,3,422963921909977088,IceMan12,111.84
474733178716680193,11,474605440001372160,iRamz,111.82
475095751488172032,7,468960539708485632,Jonk313,111.76
474733205505699840,3,361631229600112640,CmdrComia,111.70
475125945204731906,9,472273326782279680,TyDony21,111.70
475125944445562880,10,473969742084829184,YungGouda82,111.66
475095750003388417,10,470654490593193984,Sawdog88,111.64
475095757750267906,2,450444883811889152,PinchyEloc,111.38
475125965786181632,3,210242413866778624,dbramley,111.28
475125956063784960,12,443552463446863872,matthatter585,111.24
475095757536358400,4,445230062837428224,UpscaledCowboy,111.18
475125953387819008,8,464098220763508736,Scotbunk,111.14
474733190053883904,2,473294259655536640,aborini,111.12
474733214267600896,7,84639016552906752,rinatigati,110.98
474733212698931200,10,197226533360766976,Wisceaux,110.86
475125946236530688,9,470503930921480192,makeamili,110.86
475095770668724224,12,83575368166293504,AsLuckWouldHaveIt,110.76
475095772644241408,10,73860831175393280,Daddy33,110.74
474733216956149760,12,68385869555712000,NoCoRob,110.72
475125967656841216,10,83700962703065088,Wetherbreesy,110.66
474733191026962434,5,472133205823057920,MVPapa,110.66
475095757121122304,3,456937240304545792,muhcoochee,110.60
474733191727411200,10,471245196735016960,pudgylove36,110.60
475095760208130048,8,420714283567955968,AHOBS,110.48
475095764423405568,7,340403657914773504,chucky942,110.46
474763420458020864,8,205096842893991936,dthall06,110.42
475125951487799296,8,466362839473319936,KingH86,110.34
474733213609095170,4,97334094954119168,Schmidtee,110.30
474733196005601283,7,467698229513809920,Bosbillsfan,110.20
474763424828485633,7,76688912428711936,Yell021,110.16
474763409099845632,1,386647994855927808,SacredCows,110.16
475095768147947520,6,300746238934917120,JoshRoeloffs,110.12
475095748883509248,4,473210738282852352,DANGERAFFE,110.04
474733215211319296,2,79412882387124224,Kevbot,110.02
474733212799594496,5,195729964929130496,jwilmore630,109.96
474733192683712512,10,469622677284319232,tom629,109.96
474733194583732224,1,468834317439594496,team-eLeet,109.92
474733188279693312,9,474039775624425472,DonO,109.90
475095765937549313,8,335235781108985856,JaimeT,109.86
474763402477039616,10,459949173630824448,Steelernomad,109.80
475095752595468288,3,468359231309869056,DeezNutz357,109.76
474733203106557952,1,424300130103992320,Jonathan10,109.38
474733202326417408,2,433368229939769344,predlsu,109.06
475125968793497600,7,78673201185832960,Bombardil,109.04
474733204390014976,8,389098044446003200,Deege12,109.00
474733198832562177,12,462281129731289088,wtbrow04,109.00
474733211939762176,12,207027707714736128,putuguk,109.00
474763399918514177,9,467203235724128256,sherman0513,108.90
474763402904858624,5,459087541509812224,Hype21,108.90
474733211574857729,9,214249199506550784,engemania,108.68
474763390535856128,3,473985985588228096,glinchey,108.68
475125947687759872,9,469463121036046336,en0,108.66
475125961617043456,8,338724326792503296,Babyblotin,108.54
475095767770460161,5,308356995411361792,Brunner096,108.50
475125944328122368,12,474016151446220800,Altorn1,108.34
474763419619160065,1,220894633981374464,Sinnycal,108.32
475095769292992512,2,214657492225884160,VinnyVegas56,108.24
474733216440250369,8,76518160165388288,FLGURU,108.24
474763389625692160,5,474400944352653312,DADOM,108.10
474763398312095744,4,467774156755169280,soccermike02,107.96
475125956952977408,4,432324893057495040,Fro68,107.88
474763417064828928,7,326197950445273088,AjunSensashunWF,107.70
474733216096317440,9,77196803585753088,Hendrix87,107.50
474763418780299264,8,300946784883064832,BobbyBlackJack,107.44
474733198010478592,6,465398927407968256,dolfinscantqb,107.38
475125948354654209,9,468908059507290112,Kaiser1123,107.12
475125952297299968,1,465310891965935616,bscu,107.02
474733198585098242,2,463086218863702016,PacificGiant94,106.98
474763424270643200,12,77895032015044608,Grayson,106.88
475125957829586944,12,413775908101435392,Airick13,106.88
474733204218048513,8,399394840028135424,bobducharme,106.86
474733194977996802,12,468257961223909376,Glassin,106.72
475125962984386560,11,331113113287933952,ryany,106.70
475095770651947008,2,90880514327986176,tcastro,106.68
474763425646374914,3,67427787891687424,BigMac711,106.68
474733216184397824,12,76588505387909120,Death_Dealers,106.60
475125958819442688,7,384529270481051648,shulerni,106.60
474763402904858624,9,459048807632465920,swarleycp,106.60
474763419744989184,7,214567740562743296,Marty88,106.50
